,nace_id,year,acquired_amount,transferred_amount,auctions,free_allocations,emissions2
6715,43.99,2012,72373,25213,0,47160,17921.0
6716,43.99,2013,628,47788,0,0,7920.0
6717,43.99,2014,33479,12226,0,0,12226.0
6718,43.99,2015,32847,54100,0,0,32847.0
6719,43.99,2016,32096,32096,0,0,32096.0
6720,43.99,2017,32465,32465,0,0,32465.0
6721,43.99,2018,31802,31802,0,0,31802.0
6722,43.99,2019,30561,30561,0,0,30561.0
6723,43.99,2020,30010,30010,0,0,30010.0
6724,43.99,2021,24048,24048,0,0,24048.0
6725,43.99,2022,0,0,0,0,32133.0
6726,43.99,2023,0,0,0,0,25539.0
6727,43.99,2024,0,0,0,0,7801.0
6728,43.99,2025,0,0,0,0,0.0
6729,43.99,2026,0,0,0,0,0.0
6730,43.99,2027,0,0,0,0,0.0
6731,43.99,2028,0,0,0,0,0.0
6732,43.99,2029,0,0,0,0,0.0
6733,43.99,2030,0,0,0,0,0.0
2990,46.21,2005,0,0,0,18804,0.0
2991,46.21,2006,37608,16583,0,18804,16583.0
2992,46.21,2007,18804,11147,0,18804,11147.0
2993,46.21,2008,29586,27609,0,14793,12816.0
2994,46.21,2009,14793,15844,0,14793,15844.0
2995,46.21,2010,14793,11756,0,14793,11756.0
2996,46.21,2011,14793,16921,0,14793,16921.0
2997,46.21,2012,21741,22267,0,14793,15319.0
2998,46.21,2013,1350,14475,0,103792,14452.0
2999,46.21,2014,258158,149476,0,92224,84945.0
3000,46.21,2015,181467,155738,0,84551,210462.0
3001,46.21,2016,174594,100218,0,70853,94643.0
3002,46.21,2017,98576,113896,0,62929,91436.0
3003,46.21,2018,79285,111917,0,51900,85517.0
3004,46.21,2019,54288,62449,0,33061,55038.0
3005,46.21,2020,69838,104887,0,35294,92470.0
3006,46.21,2021,51664,76433,0,23555,70635.0
3007,46.21,2022,0,0,0,25481,106424.0
3008,46.21,2023,0,0,0,22538,32243.0
3009,46.21,2024,0,0,0,17447,35354.0
3010,46.21,2025,0,0,0,17447,0.0
3011,46.21,2026,0,0,0,0,0.0
3012,46.21,2027,0,0,0,0,0.0
3013,46.21,2028,0,0,0,0,0.0
3014,46.21,2029,0,0,0,0,0.0
3015,46.21,2030,0,0,0,0,0.0
6084,46.22,2005,0,0,0,0,0.0
6085,46.22,2006,0,0,0,0,0.0
6086,46.22,2007,0,0,0,0,0.0
6087,46.22,2008,15292,0,0,15292,0.0
6088,46.22,2009,20322,20107,0,15292,18724.0
6089,46.22,2010,18492,18462,0,15292,18462.0
6090,46.22,2011,15292,20983,0,15292,20983.0
6091,46.22,2012,15292,15888,0,15292,15888.0
6092,46.22,2013,40473,25630,0,14469,18523.0
6093,46.22,2014,12949,19666,0,12949,19666.0
6094,46.22,2015,11468,14627,0,11468,14627.0
6095,46.22,2016,10034,14732,0,10034,14732.0
6096,46.22,2017,8644,15506,0,8644,15506.0
6097,46.22,2018,15800,18136,0,7300,14136.0
6098,46.22,2019,21697,20999,0,5997,15299.0
6099,46.22,2020,23761,24833,0,4745,15027.0
6100,46.22,2021,24719,21287,0,3431,13763.0
6101,46.22,2022,0,0,0,3431,15946.0
6102,46.22,2023,0,0,0,3431,12899.0
6103,46.22,2024,0,0,0,3112,12532.0
6104,46.22,2025,0,0,0,3112,0.0
6105,46.22,2026,0,0,0,0,0.0
6106,46.22,2027,0,0,0,0,0.0
6107,46.22,2028,0,0,0,0,0.0
6108,46.22,2029,0,0,0,0,0.0
6109,46.22,2030,0,0,0,0,0.0
6552,46.46,2005,0,0,0,12206,0.0
6553,46.46,2006,24412,12400,0,12206,0.0
6554,46.46,2007,12206,11493,0,12206,23893.0
6555,46.46,2008,13011,12725,0,13011,11643.0
6556,46.46,2009,13011,11388,0,13011,11388.0
6557,46.46,2010,13011,10699,0,13011,10699.0
6558,46.46,2011,13011,9365,0,13011,9365.0
6559,46.46,2012,13011,9109,0,13011,9109.0
6560,46.46,2013,0,24494,0,6343,9713.0
6561,46.46,2014,12193,10279,0,5850,10279.0
6562,46.46,2015,5368,8797,0,5368,8797.0
6563,46.46,2016,12056,9794,0,4900,9794.0
6564,46.46,2017,11598,19140,0,4442,10820.0
6565,46.46,2018,4001,11233,0,4001,11233.0
6566,46.46,2019,11571,10197,0,3571,10197.0
6567,46.46,2020,8355,10353,0,3155,10353.0
6568,46.46,2021,9600,9664,0,2165,9664.0
6569,46.46,2022,0,0,0,1054,9911.0
6570,46.46,2023,0,0,0,1793,8970.0
6571,46.46,2024,0,0,0,1793,8461.0
6572,46.46,2025,0,0,0,1793,0.0
6573,46.46,2026,0,0,0,0,0.0
6574,46.46,2027,0,0,0,0,0.0
6575,46.46,2028,0,0,0,0,0.0
6576,46.46,2029,0,0,0,0,0.0
6577,46.46,2030,0,0,0,0,0.0
1352,46.73,2005,0,0,0,0,0.0
1353,46.73,2006,0,0,0,0,0.0
1354,46.73,2007,0,0,0,0,0.0
1355,46.73,2008,0,0,0,0,0.0
1356,46.73,2009,0,0,0,0,0.0
1357,46.73,2010,0,0,0,0,0.0
1358,46.73,2011,0,0,0,0,0.0
1359,46.73,2012,0,0,0,0,0.0
1360,46.73,2013,0,0,0,5741,0.0
1361,46.73,2014,13129,7989,0,5140,7989.0
1362,46.73,2015,3201,5966,0,3201,4457.0
1363,46.73,2016,3627,3996,0,1490,2685.0
1364,46.73,2017,3885,3479,0,2412,3479.0
1365,46.73,2018,3562,3937,0,2037,3937.0
1366,46.73,2019,3250,3613,0,1674,3613.0
1367,46.73,2020,3089,3438,0,1325,3438.0
1368,46.73,2021,3668,4993,0,2502,3615.0
1369,46.73,2022,0,0,0,2888,4023.0
1370,46.73,2023,0,0,0,3095,4183.0
1371,46.73,2024,0,0,0,3095,3966.0
1372,46.73,2025,0,0,0,3095,0.0
1373,46.73,2026,0,0,0,0,0.0
1374,46.73,2027,0,0,0,0,0.0
1375,46.73,2028,0,0,0,0,0.0
1376,46.73,2029,0,0,0,0,0.0
1377,46.73,2030,0,0,0,0,0.0
5382,47.29,2005,0,0,0,0,0.0
5383,47.29,2006,0,0,0,0,0.0
5384,47.29,2007,0,0,0,0,0.0
5385,47.29,2008,0,0,0,0,0.0
5386,47.29,2009,7,7,0,0,7.0
5387,47.29,2010,0,0,0,0,0.0
5388,47.29,2011,0,0,0,0,0.0
5389,47.29,2012,0,0,0,0,0.0
5390,47.29,2013,0,0,0,0,0.0
5391,47.29,2014,0,0,0,0,0.0
5392,47.29,2015,0,0,0,0,0.0
5393,47.29,2016,0,0,0,0,0.0
5394,47.29,2017,0,0,0,0,0.0
5395,47.29,2018,0,0,0,0,0.0
5396,47.29,2019,0,0,0,0,0.0
5397,47.29,2020,0,0,0,0,0.0
5398,47.29,2021,0,0,0,0,0.0
5399,47.29,2022,0,0,0,0,0.0
5400,47.29,2023,0,0,0,0,0.0
5401,47.29,2024,0,0,0,0,0.0
5402,47.29,2025,0,0,0,0,0.0
5403,47.29,2026,0,0,0,0,0.0
5404,47.29,2027,0,0,0,0,0.0
5405,47.29,2028,0,0,0,0,0.0
5406,47.29,2029,0,0,0,0,0.0
5407,47.29,2030,0,0,0,0,0.0
3302,49.10,2005,10374,0,0,18352,0.0
3303,49.10,2006,26330,16397,0,18352,9870.0
3304,49.10,2007,18353,14531,0,18353,21058.0
3305,49.10,2008,25821,26000,0,11921,10940.0
3306,49.10,2009,12121,15518,0,11921,12858.0
3307,49.10,2010,13900,11495,0,9900,12264.0
3308,49.10,2011,9900,12862,0,9900,12862.0
3309,49.10,2012,9900,8930,0,9900,8930.0
3310,49.10,2013,878,13815,0,0,10362.0
3311,49.10,2014,0,2575,0,0,0.0
3312,49.10,2015,0,0,0,0,0.0
3313,49.10,2016,0,0,0,0,0.0
3314,49.10,2017,0,0,0,0,0.0
3315,49.10,2018,0,0,0,0,0.0
3316,49.10,2019,0,0,0,0,0.0
3317,49.10,2020,0,0,0,0,0.0
3318,49.10,2021,0,0,0,0,0.0
3319,49.10,2022,0,0,0,0,0.0
3320,49.10,2023,0,0,0,0,0.0
3321,49.10,2024,0,0,0,0,0.0
3322,49.10,2025,0,0,0,0,0.0
3323,49.10,2026,0,0,0,0,0.0
3324,49.10,2027,0,0,0,0,0.0
3325,49.10,2028,0,0,0,0,0.0
3326,49.10,2029,0,0,0,0,0.0
3327,49.10,2030,0,0,0,0,0.0
650,49.50,2005,3233922,42482,0,4105295,0.0
651,49.50,2006,5439240,6396236,0,4399767,995901.0
652,49.50,2007,5751493,4772984,0,4433663,4691949.0
653,49.50,2008,6487263,6089800,0,4330899,2374508.0
654,49.50,2009,6448724,5600752,0,4408527,3525996.0
655,49.50,2010,4838260,3775026,0,4489491,2828948.0
656,49.50,2011,5360500,5088082,0,4471453,2863922.0
657,49.50,2012,5598701,4551421,0,4534660,2573239.0
658,49.50,2013,754615,6523448,0,2597679,2180914.0
659,49.50,2014,6083821,4222986,4000,2048070,3021143.0
660,49.50,2015,3137231,4020544,2000,1487271,2487268.0
661,49.50,2016,3782160,2952876,2000,1307490,2527759.0
662,49.50,2017,2354765,3467979,8000,1287107,2790573.0
663,49.50,2018,3047938,3949533,0,1103932,2957680.0
664,49.50,2019,2948655,3471120,0,904211,2943186.0
665,49.50,2020,4079428,4552454,237000,684298,2875119.0
666,49.50,2021,2186557,2821574,3000,606510,2245340.0
667,49.50,2022,0,0,0,505747,2097768.0
668,49.50,2023,0,0,0,411313,1455058.0
669,49.50,2024,0,0,0,306034,1258221.0
670,49.50,2025,0,0,0,306034,0.0
671,49.50,2026,0,0,0,0,0.0
672,49.50,2027,0,0,0,0,0.0
673,49.50,2028,0,0,0,0,0.0
674,49.50,2029,0,0,0,0,0.0
675,49.50,2030,0,0,0,0,0.0
1430,50.0,2005,0,0,0,0,0.0
1431,50.0,2006,0,0,0,0,0.0
1432,50.0,2007,0,0,0,0,0.0
1433,50.0,2008,0,0,0,0,0.0
1434,50.0,2009,0,0,0,0,0.0
1435,50.0,2010,0,0,0,0,0.0
1436,50.0,2011,0,0,0,0,0.0
1437,50.0,2012,0,0,0,0,0.0
1438,50.0,2013,0,0,0,0,0.0
1439,50.0,2014,0,0,0,0,0.0
1440,50.0,2015,0,0,0,0,0.0
1441,50.0,2016,0,0,0,0,0.0
1442,50.0,2017,0,0,0,0,0.0
1443,50.0,2018,0,0,0,0,0.0
1444,50.0,2019,0,0,0,0,0.0
1445,50.0,2020,0,0,0,0,0.0
1446,50.0,2021,0,0,0,0,0.0
1447,50.0,2022,0,0,0,0,0.0
1448,50.0,2023,0,0,0,0,0.0
1449,50.0,2024,0,0,0,0,0.0
1450,50.0,2025,0,0,0,0,0.0
1451,50.0,2026,0,0,0,0,0.0
1452,50.0,2027,0,0,0,0,0.0
1453,50.0,2028,0,0,0,0,0.0
1454,50.0,2029,0,0,0,0,0.0
1455,50.0,2030,0,0,0,0,0.0
0,51.0,2005,0,0,0,0,0.0
1,51.0,2006,0,0,0,0,0.0
2,51.0,2007,0,0,0,0,0.0
3,51.0,2008,0,0,0,0,0.0
4,51.0,2009,0,0,0,0,0.0
5,51.0,2010,0,0,0,0,0.0
6,51.0,2011,0,0,0,0,0.0
7,51.0,2012,115773701,8186658,0,173816340,0.0
8,51.0,2013,56431595,154799286,2000,32411029,76931052.0
9,51.0,2014,30345462,4444670,1475000,32245756,85599.0
10,51.0,2015,115311358,118505309,2720630,31992484,99074122.0
11,51.0,2016,65546211,61718023,1212325,31827806,52367223.0
12,51.0,2017,60838265,61441205,2249386,32894110,56644272.0
13,51.0,2018,71598503,66695447,4915492,32298017,57646520.0
14,51.0,2019,81663760,75031246,6612779,32106575,57820826.0
15,51.0,2020,65775006,98383518,1035730,32823820,56901396.0
16,51.0,2021,40373858,33390687,44000,24030852,22005591.0
17,51.0,2022,0,0,0,23120526,28008642.0
18,51.0,2023,0,0,0,22540553,48801292.0
19,51.0,2024,0,0,0,17588578,54215815.0
20,51.0,2025,0,0,0,10919634,48826.0
21,51.0,2026,0,0,0,0,0.0
22,51.0,2027,0,0,0,0,0.0
23,51.0,2028,0,0,0,0,0.0
24,51.0,2029,0,0,0,0,0.0
25,51.0,2030,0,0,0,0,0.0
4680,51.10,2005,183472,10000,0,183472,0.0
4681,51.10,2006,183473,181164,0,183472,0.0
4682,51.10,2007,183473,157182,0,183473,318345.0
4683,51.10,2008,394515,447862,0,185811,139626.0
4684,51.10,2009,209444,158957,0,185811,148957.0
4685,51.10,2010,209444,142744,0,185811,142744.0
4686,51.10,2011,209444,167876,0,185811,147505.0
4687,51.10,2012,198704,104230,0,175071,108132.0
4688,51.10,2013,0,323181,0,72787,105495.0
4689,51.10,2014,144251,85499,0,65137,79172.0
4690,51.10,2015,57702,31874,0,57702,31874.0
4691,51.10,2016,50501,30826,0,36252,30826.0
4692,51.10,2017,43525,35477,0,31243,35477.0
4693,51.10,2018,8530,26431,0,26395,26431.0
4694,51.10,2019,39569,58053,0,21704,31522.0
4695,51.10,2020,11640,32608,0,17185,32608.0
4696,51.10,2021,19765,44037,0,8577,37582.0
4697,51.10,2022,0,0,0,8685,46207.0
4698,51.10,2023,0,0,0,9305,32729.0
4699,51.10,2024,0,0,0,8575,27397.0
4700,51.10,2025,0,0,0,8575,0.0
4701,51.10,2026,0,0,0,0,0.0
4702,51.10,2027,0,0,0,0,0.0
4703,51.10,2028,0,0,0,0,0.0
4704,51.10,2029,0,0,0,0,0.0
4705,51.10,2030,0,0,0,0,0.0
1404,52.10,2005,181593,0,0,181593,0.0
1405,52.10,2006,356272,244438,0,241259,118531.0
1406,52.10,2007,384410,352784,0,241257,418691.0
1407,52.10,2008,711159,622965,0,349192,207981.0
1408,52.10,2009,460934,394762,0,349192,226962.0
1409,52.10,2010,370466,247872,0,352423,212470.0
1410,52.10,2011,386800,337156,0,333849,227184.0
1411,52.10,2012,373785,262985,0,355240,240372.0
1412,52.10,2013,86233,668937,0,247708,251477.0
1413,52.10,2014,806672,599449,0,217830,475949.0
1414,52.10,2015,618426,649726,0,169766,544367.0
1415,52.10,2016,319472,319627,0,124285,254100.0
1416,52.10,2017,183700,272031,0,91341,241458.0
1417,52.10,2018,161744,326329,0,68996,237475.0
1418,52.10,2019,243618,305697,0,64731,287356.0
1419,52.10,2020,298776,394798,0,50803,325531.0
1420,52.10,2021,256125,338964,0,55402,262367.0
1421,52.10,2022,0,0,0,48917,226891.0
1422,52.10,2023,0,0,0,51794,211963.0
1423,52.10,2024,0,0,0,51754,211785.0
1424,52.10,2025,0,0,0,51754,0.0
1425,52.10,2026,0,0,0,0,0.0
1426,52.10,2027,0,0,0,0,0.0
1427,52.10,2028,0,0,0,0,0.0
1428,52.10,2029,0,0,0,0,0.0
1429,52.10,2030,0,0,0,0,0.0
6370,52.22,2005,0,0,0,0,0.0
6371,52.22,2006,0,0,0,0,0.0
6372,52.22,2007,0,0,0,0,0.0
6373,52.22,2008,0,0,0,0,0.0
6374,52.22,2009,58,58,0,0,58.0
6375,52.22,2010,47877,47877,0,0,47877.0
6376,52.22,2011,177000,88930,0,0,88930.0
6377,52.22,2012,75000,81791,0,0,81791.0
6378,52.22,2013,0,81279,0,33175,73511.0
6379,52.22,2014,99864,72155,0,29689,72155.0
6380,52.22,2015,62794,68669,0,26300,65422.0
6381,52.22,2016,71964,78317,0,23020,75317.0
6382,52.22,2017,84622,85071,0,19844,81682.0
6383,52.22,2018,88444,92379,0,16768,88703.0
6384,52.22,2019,176786,93996,0,13794,90004.0
6385,52.22,2020,110975,96331,0,10925,92281.0
6386,52.22,2021,12235,98959,0,8980,90724.0
6387,52.22,2022,0,0,0,9240,91992.0
6388,52.22,2023,0,0,0,9989,100947.0
6389,52.22,2024,0,0,0,9989,95408.0
6390,52.22,2025,0,0,0,9989,0.0
6391,52.22,2026,0,0,0,0,0.0
6392,52.22,2027,0,0,0,0,0.0
6393,52.22,2028,0,0,0,0,0.0
6394,52.22,2029,0,0,0,0,0.0
6395,52.22,2030,0,0,0,0,0.0
2314,52.23,2005,172072,16000,0,256140,0.0
2315,52.23,2006,348345,231552,0,256140,204273.0
2316,52.23,2007,350386,236651,0,279381,269944.0
2317,52.23,2008,342718,262149,0,359471,209292.0
2318,52.23,2009,379266,344522,0,359807,256382.0
2319,52.23,2010,388536,328662,0,373622,244653.0
2320,52.23,2011,683475,446636,0,377316,269158.0
2321,52.23,2012,456803,260596,0,377434,242808.0
2322,52.23,2013,139847,872022,0,152517,233228.0
2323,52.23,2014,277748,309815,0,132615,230661.0
2324,52.23,2015,234952,248151,0,112977,203457.0
2325,52.23,2016,189081,235605,0,100736,226238.0
2326,52.23,2017,256535,217123,0,90508,223312.0
2327,52.23,2018,310615,253911,0,76532,212763.0
2328,52.23,2019,96456,240440,0,63930,209200.0
2329,52.23,2020,140730,229086,0,51788,219479.0
2330,52.23,2021,190037,233142,0,22039,179709.0
2331,52.23,2022,0,0,0,21433,147817.0
2332,52.23,2023,0,0,0,21257,145244.0
2333,52.23,2024,0,0,0,16702,123893.0
2334,52.23,2025,0,0,0,16526,0.0
2335,52.23,2026,0,0,0,0,0.0
2336,52.23,2027,0,0,0,0,0.0
2337,52.23,2028,0,0,0,0,0.0
2338,52.23,2029,0,0,0,0,0.0
2339,52.23,2030,0,0,0,0,0.0
4030,52.24,2005,51545,0,0,51545,0.0
4031,52.24,2006,61843,36510,0,61843,36510.0
4032,52.24,2007,73573,104111,0,61843,34111.0
4033,52.24,2008,37429,46340,0,55662,35077.0
4034,52.24,2009,55064,41786,0,55764,35786.0
4035,52.24,2010,46187,38146,0,55764,38146.0
4036,52.24,2011,46187,43288,0,64465,43288.0
4037,52.24,2012,136098,108786,0,73088,36533.0
4038,52.24,2013,38008,148528,0,40253,43711.0
4039,52.24,2014,44810,42358,0,36024,39154.0
4040,52.24,2015,63707,61074,0,31909,45175.0
4041,52.24,2016,27920,44820,0,27920,44820.0
4042,52.24,2017,24053,36495,0,24053,36495.0
4043,52.24,2018,20312,42428,0,20312,42428.0
4044,52.24,2019,16693,34960,0,16693,34960.0
4045,52.24,2020,13208,28583,0,13208,28583.0
4046,52.24,2021,0,17625,0,4833,17625.0
4047,52.24,2022,0,0,0,2980,11082.0
4048,52.24,2023,0,0,0,1652,5102.0
4049,52.24,2024,0,0,0,878,3422.0
4050,52.24,2025,0,0,0,878,0.0
4051,52.24,2026,0,0,0,0,0.0
4052,52.24,2027,0,0,0,0,0.0
4053,52.24,2028,0,0,0,0,0.0
4054,52.24,2029,0,0,0,0,0.0
4055,52.24,2030,0,0,0,0,0.0
6396,53.10,2005,0,0,0,7039,0.0
6397,53.10,2006,14078,7039,0,7039,0.0
6398,53.10,2007,7456,7456,0,7039,13348.0
6399,53.10,2008,7481,7039,0,7481,6522.0
6400,53.10,2009,561,8042,0,7481,2339.0
6401,53.10,2010,7481,3121,0,7481,2455.0
6402,53.10,2011,7481,2688,0,7481,2688.0
6403,53.10,2012,7481,15966,0,7481,3056.0
6404,53.10,2013,12368,13036,0,1439,3418.0
6405,53.10,2014,5554,15172,0,1287,3354.0
6406,53.10,2015,2698,2698,0,0,2698.0
6407,53.10,2016,0,0,0,0,0.0
6408,53.10,2017,0,0,0,0,0.0
6409,53.10,2018,0,0,0,0,0.0
6410,53.10,2019,0,0,0,0,0.0
6411,53.10,2020,0,0,0,0,0.0
6412,53.10,2021,0,0,0,0,0.0
6413,53.10,2022,0,0,0,0,0.0
6414,53.10,2023,0,0,0,0,0.0
6415,53.10,2024,0,0,0,0,0.0
6416,53.10,2025,0,0,0,0,0.0
6417,53.10,2026,0,0,0,0,0.0
6418,53.10,2027,0,0,0,0,0.0
6419,53.10,2028,0,0,0,0,0.0
6420,53.10,2029,0,0,0,0,0.0
6421,53.10,2030,0,0,0,0,0.0
6318,56.10,2005,0,0,0,6316,0.0
6319,56.10,2006,12632,7188,0,6316,0.0
6320,56.10,2007,8116,6683,0,6316,13871.0
6321,56.10,2008,6742,6877,0,6742,6600.0
6322,56.10,2009,6742,7527,0,6742,7527.0
6323,56.10,2010,9742,7492,0,6742,7492.0
6324,56.10,2011,6742,8472,0,6742,8472.0
6325,56.10,2012,6742,8957,0,6742,8957.0
6326,56.10,2013,5230,9492,0,5914,9297.0
6327,56.10,2014,14206,7452,0,5292,7452.0
6328,56.10,2015,7687,7025,0,4687,7025.0
6329,56.10,2016,9101,7435,0,4101,7435.0
6330,56.10,2017,12533,7329,0,3533,7329.0
6331,56.10,2018,2983,9806,0,2983,7806.0
6332,56.10,2019,2451,8937,0,2451,8937.0
6333,56.10,2020,27581,13441,0,1939,8808.0
6334,56.10,2021,3400,17447,0,1373,8444.0
6335,56.10,2022,0,0,0,1603,9262.0
6336,56.10,2023,0,0,0,1603,8811.0
6337,56.10,2024,0,0,0,1603,8851.0
6338,56.10,2025,0,0,0,1603,0.0
6339,56.10,2026,0,0,0,0,0.0
6340,56.10,2027,0,0,0,0,0.0
6341,56.10,2028,0,0,0,0,0.0
6342,56.10,2029,0,0,0,0,0.0
6343,56.10,2030,0,0,0,0,0.0
4550,58.13,2005,0,0,0,297,0.0
4551,58.13,2006,0,0,0,297,12.0
4552,58.13,2007,0,0,0,297,0.0
4553,58.13,2008,0,0,0,0,0.0
4554,58.13,2009,0,0,0,0,0.0
4555,58.13,2010,0,0,0,0,0.0
4556,58.13,2011,0,0,0,0,0.0
4557,58.13,2012,0,0,0,0,0.0
4558,58.13,2013,0,0,0,0,0.0
4559,58.13,2014,0,0,0,0,0.0
4560,58.13,2015,0,0,0,0,0.0
4561,58.13,2016,0,0,0,0,0.0
4562,58.13,2017,0,0,0,0,0.0
4563,58.13,2018,0,0,0,0,0.0
4564,58.13,2019,0,0,0,0,0.0
4565,58.13,2020,0,0,0,0,0.0
4566,58.13,2021,0,0,0,0,0.0
4567,58.13,2022,0,0,0,0,0.0
4568,58.13,2023,0,0,0,0,0.0
4569,58.13,2024,0,0,0,0,0.0
4570,58.13,2025,0,0,0,0,0.0
4571,58.13,2026,0,0,0,0,0.0
4572,58.13,2027,0,0,0,0,0.0
4573,58.13,2028,0,0,0,0,0.0
4574,58.13,2029,0,0,0,0,0.0
4575,58.13,2030,0,0,0,0,0.0
5252,58.14,2005,0,0,0,0,0.0
5253,58.14,2006,36351,34975,0,0,0.0
5254,58.14,2007,123275,12970,0,0,12970.0
5255,58.14,2008,57264,95456,0,67208,38192.0
5256,58.14,2009,77152,42467,0,71879,42467.0
5257,58.14,2010,76550,41989,0,71879,41989.0
5258,58.14,2011,71879,54553,0,71879,42553.0
5259,58.14,2012,98776,64253,0,71879,40329.0
5260,58.14,2013,26706,123965,0,15246,33133.0
5261,58.14,2014,13644,28310,0,13644,28310.0
5262,58.14,2015,20674,36693,0,12085,28104.0
5263,58.14,2016,50574,28515,0,10574,28515.0
5264,58.14,2017,9110,70270,0,9110,30270.0
5265,58.14,2018,29691,33474,0,7691,33474.0
5266,58.14,2019,25589,44163,0,6320,30074.0
5267,58.14,2020,56301,55365,0,5000,30365.0
5268,58.14,2021,110,26635,0,0,26635.0
5269,58.14,2022,0,0,0,0,0.0
5270,58.14,2023,0,0,0,0,0.0
5271,58.14,2024,0,0,0,0,0.0
5272,58.14,2025,0,0,0,0,0.0
5273,58.14,2026,0,0,0,0,0.0
5274,58.14,2027,0,0,0,0,0.0
5275,58.14,2028,0,0,0,0,0.0
5276,58.14,2029,0,0,0,0,0.0
5277,58.14,2030,0,0,0,0,0.0
3874,58.19,2005,0,0,0,0,0.0
3875,58.19,2006,0,0,0,0,0.0
3876,58.19,2007,0,0,0,0,0.0
3877,58.19,2008,146992,106907,0,81085,24466.0
3878,58.19,2009,93235,98818,0,81085,26668.0
3879,58.19,2010,96660,101162,0,81085,23107.0
3880,58.19,2011,87184,86877,0,81085,24778.0
3881,58.19,2012,93247,37915,0,81085,25753.0
3882,58.19,2013,6081,91720,0,15126,24507.0
3883,58.19,2014,42852,25728,0,13536,25728.0
3884,58.19,2015,26182,38967,0,11992,24777.0
3885,58.19,2016,10496,23392,0,10496,23392.0
3886,58.19,2017,9047,23547,0,9047,23547.0
3887,58.19,2018,7645,24234,0,7645,24234.0
3888,58.19,2019,6289,21461,0,6289,21461.0
3889,58.19,2020,13981,20278,0,4981,20278.0
3890,58.19,2021,19631,19646,0,2414,19644.0
3891,58.19,2022,0,0,0,2352,19099.0
3892,58.19,2023,0,0,0,0,6103.0
3893,58.19,2024,0,0,0,0,0.0
3894,58.19,2025,0,0,0,0,0.0
3895,58.19,2026,0,0,0,0,0.0
3896,58.19,2027,0,0,0,0,0.0
3897,58.19,2028,0,0,0,0,0.0
3898,58.19,2029,0,0,0,0,0.0
3899,58.19,2030,0,0,0,0,0.0
4888,60.20,2005,0,0,0,0,0.0
4889,60.20,2006,0,0,0,0,0.0
4890,60.20,2007,0,0,0,0,0.0
4891,60.20,2008,0,0,0,0,0.0
4892,60.20,2009,0,0,0,0,0.0
4893,60.20,2010,0,0,0,0,0.0
4894,60.20,2011,0,0,0,1724,0.0
4895,60.20,2012,6788,621,0,4443,621.0
4896,60.20,2013,0,6167,0,628,1227.0
4897,60.20,2014,1190,1639,0,562,1639.0
4898,60.20,2015,498,1054,0,498,1054.0
4899,60.20,2016,435,935,0,435,935.0
4900,60.20,2017,375,1013,0,375,1013.0
4901,60.20,2018,736,1094,0,318,885.0
4902,60.20,2019,0,860,0,262,860.0
4903,60.20,2020,469,894,0,207,894.0
4904,60.20,2021,320,1474,0,0,918.0
4905,60.20,2022,0,0,0,0,0.0
4906,60.20,2023,0,0,0,0,0.0
4907,60.20,2024,0,0,0,0,0.0
4908,60.20,2025,0,0,0,0,0.0
4909,60.20,2026,0,0,0,0,0.0
4910,60.20,2027,0,0,0,0,0.0
4911,60.20,2028,0,0,0,0,0.0
4912,60.20,2029,0,0,0,0,0.0
4913,60.20,2030,0,0,0,0,0.0
5148,61.10,2005,2480,0,0,2480,0.0
5149,61.10,2006,2480,2675,0,2480,2675.0
5150,61.10,2007,2701,2142,0,2480,2142.0
5151,61.10,2008,3258,3366,0,2736,2539.0
5152,61.10,2009,3678,3880,0,2736,2938.0
5153,61.10,2010,3255,3209,0,2736,2690.0
5154,61.10,2011,3266,2702,0,2736,2172.0
5155,61.10,2012,2954,2033,0,2736,1815.0
5156,61.10,2013,1787,4484,0,1368,1620.0
5157,61.10,2014,1227,1164,0,1227,1164.0
5158,61.10,2015,2397,3036,0,397,849.0
5159,61.10,2016,346,480,0,346,480.0
5160,61.10,2017,300,579,0,300,579.0
5161,61.10,2018,253,617,0,253,537.0
5162,61.10,2019,0,588,0,209,588.0
5163,61.10,2020,784,1126,0,166,578.0
5164,61.10,2021,753,2283,0,0,430.0
5165,61.10,2022,0,0,0,0,0.0
5166,61.10,2023,0,0,0,0,0.0
5167,61.10,2024,0,0,0,0,0.0
5168,61.10,2025,0,0,0,0,0.0
5169,61.10,2026,0,0,0,0,0.0
5170,61.10,2027,0,0,0,0,0.0
5171,61.10,2028,0,0,0,0,0.0
5172,61.10,2029,0,0,0,0,0.0
5173,61.10,2030,0,0,0,0,0.0
6058,61.90,2005,0,0,0,0,0.0
6059,61.90,2006,0,0,0,0,0.0
6060,61.90,2007,0,0,0,0,0.0
6061,61.90,2008,0,0,0,0,0.0
6062,61.90,2009,0,0,0,0,0.0
6063,61.90,2010,0,0,0,0,0.0
6064,61.90,2011,0,0,0,0,0.0
6065,61.90,2012,0,0,0,0,0.0
6066,61.90,2013,0,0,0,0,0.0
6067,61.90,2014,1642,821,0,0,821.0
6068,61.90,2015,0,437,0,0,437.0
6069,61.90,2016,728,457,0,0,457.0
6070,61.90,2017,639,524,0,0,524.0
6071,61.90,2018,428,700,0,0,700.0
6072,61.90,2019,2474,710,0,0,710.0
6073,61.90,2020,0,812,0,0,812.0
6074,61.90,2021,0,529,0,0,529.0
6075,61.90,2022,0,0,0,0,895.0
